"","adults_01","Image_name","site","date","month","yday","hour","adult","nestling","sband","bband","day_night","eggs"
"1050",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/Post-hatch/IMG_2200 (7).JPG",130,2016-07-29 18:01:13,7,211,18,1,1,0,0,"day",NA
"1051",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_2612 (2).JPG",145,2016-07-17 15:55:04,7,199,15,1,0,0,0,"day",NA
"1052",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_7674.JPG",145,2016-07-25 18:55:32,7,207,18,1,0,0,0,"day",NA
"1053",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_3048.JPG",145,2016-07-18 18:07:52,7,200,18,1,0,0,0,"day",NA
"1054",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_7760.JPG",145,2016-07-25 09:12:22,7,207,9,1,0,0,0,"day",NA
"1055",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_2362.JPG",145,2016-07-17 11:58:48,7,199,11,1,0,0,0,"day",NA
"1056",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_3401.JPG",145,2016-07-18 09:53:44,7,200,9,1,1,0,0,"day",NA
"1057",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_4843.JPG",145,2016-07-21 11:18:53,7,203,11,1,1,0,0,"day",NA
"1058",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_5200.JPG",145,2016-07-21 10:34:53,7,203,10,1,1,0,0,"day",NA
"1059",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_2552.JPG",145,2016-07-30 17:59:45,7,212,17,0,2,0,0,"day",NA
"1060",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_1068 (2).JPG",145,2016-07-29 15:10:19,7,211,15,0,3,0,0,"day",NA
"1061",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_2888.JPG",147,2016-08-04 13:21:23,8,217,13,1,0,0,0,"day",NA
"1062",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_3814.JPG",147,2016-08-06 17:34:34,8,219,17,1,0,0,0,"day",NA
"1063",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_2664.JPG",147,2016-08-03 14:59:28,8,216,14,2,0,0,0,"day",NA
"1064",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_2808.JPG",147,2016-08-04 13:09:46,8,217,13,1,0,0,0,"day",NA
"1065",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_1049.JPG",147,2016-07-25 08:45:42,7,207,8,1,0,0,0,"day",NA
"1066",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_1321 (2).JPG",147,2016-08-01 09:26:34,8,214,9,1,1,0,0,"day",NA
"1067",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_4107.JPG",147,2016-08-07 15:14:23,8,220,15,0,1,0,0,"day",NA
"1068",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_8637.JPG",147,2016-07-30 10:49:33,7,212,10,1,3,0,0,"day",NA
"1069",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_0765.JPG",147,2016-07-24 08:25:32,7,206,8,1,2,0,0,"day",NA
"1070",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_8664.JPG",147,2016-07-30 10:54:27,7,212,10,1,2,0,0,"day",NA
"1071",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/Post-hatch/IMG_1049 (6).JPG",1,2016-08-02 17:22:42,8,215,17,1,2,0,0,"day",NA
"1072",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/IMG_0909 (2).JPG",1,2016-06-22 16:57:35,6,174,16,1,0,0,0,"day",NA
"1073",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/IMG_3301 (2).JPG",1,2016-06-26 08:23:04,6,178,8,1,0,0,0,"day",NA
"1074",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/Post-hatch/IMG_0982 (7).JPG",1,2016-08-07 12:01:18,8,220,12,0,3,0,0,"day",NA
"1075",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/Post-hatch/IMG_7082 (3).JPG",1,2016-07-31 07:29:17,7,213,7,1,1,0,0,"day",NA
"1076",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/Post-hatch/IMG_0788 (6).JPG",1,2016-08-02 12:00:33,8,215,12,1,3,1,1,"day",NA
"1077",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/2016-07-13 10-34-14 PM M 02_03.JPG",1,2016-07-13 16:34:14,7,195,16,1,0,0,1,"day",NA
"1078",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/Post-hatch/IMG_2092 (7).JPG",1,2016-08-07 10:38:27,8,220,10,1,2,0,1,"day",NA
"1079",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/Post-hatch/IMG_0932 (7).JPG",1,2016-08-07 11:50:02,8,220,11,1,2,0,1,"day",NA
"1080",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 1/Post-hatch/IMG_1288 (4).JPG",1,2016-07-23 11:37:03,7,205,11,1,2,0,1,"day",NA
"1081",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_0028 (3).JPG",3,2016-07-24 07:51:26,7,206,7,1,2,0,0,"day",NA
"1082",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_0204 (2).JPG",3,2016-07-24 16:26:48,7,206,16,1,0,0,0,"day",NA
"1083",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_0317 (4).JPG",3,2016-08-10 07:36:52,8,223,7,1,1,0,0,"day",NA
"1084",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_2025 (2).JPG",3,2016-08-13 08:44:48,8,226,8,0,1,0,0,"day",NA
"1085",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_1118.JPG",3,2016-07-23 18:23:14,7,205,18,1,0,0,0,"day",NA
"1086",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_0817 (3).JPG",3,2016-08-07 02:39:58,8,220,2,0,1,0,0,"night",NA
"1087",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_0349.JPG",3,2016-07-21 02:29:46,7,203,2,1,0,0,0,"night",NA
"1088",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_1040 (4).JPG",3,2016-08-11 02:07:12,8,224,2,0,1,0,0,"night",NA
"1089",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_0920 (3).JPG",3,2016-08-07 03:10:30,8,220,3,0,1,0,0,"night",NA
"1090",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_1015 (4).JPG",3,2016-08-11 02:00:24,8,224,2,0,1,0,0,"night",NA
"1091",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_1150 (3).JPG",3,2016-08-07 08:23:00,8,220,8,1,1,1,1,"day",NA
"1092",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_2618.JPG",3,2016-07-29 08:47:34,7,211,8,1,2,0,1,"day",NA
"1093",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/2016-07-17 13-35-22.JPG",3,2016-07-17 09:35:22,7,199,9,1,0,0,1,"day",NA
"1094",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_2623.JPG",3,2016-07-29 08:48:16,7,211,8,1,2,0,1,"day",NA
"1095",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_2612.JPG",3,2016-07-29 08:46:50,7,211,8,1,2,0,1,"day",NA
"1096",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_1071 (4).JPG",3,2016-08-11 03:52:44,8,224,3,1,1,1,1,"night",NA
"1097",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 3/Post-hatch/IMG_1070 (4).JPG",3,2016-08-11 03:52:40,8,224,3,1,1,2,1,"night",NA
"1098",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/Post-hatch/IMG_1596 (4).JPG",4,2016-07-28 13:21:13,7,210,13,1,1,1,0,"day",NA
"1099",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/Post-hatch/IMG_4093 (4).JPG",4,2016-08-11 17:36:11,8,224,17,0,2,0,0,"day",NA
"1100",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/Post-hatch/IMG_3521 (4).JPG",4,2016-08-11 10:33:47,8,224,10,0,1,0,0,"day",NA
"1101",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/IMG_5045 (2).JPG",4,2016-07-03 17:39:36,7,185,17,1,0,0,0,"day",NA
"1102",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/IMG_6710.JPG",4,2016-06-14 13:10:04,6,166,13,1,0,0,0,"day",NA
"1103",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/2016-07-14 11-55-47 AM M 01_03.JPG",4,2016-07-14 17:55:47,7,196,17,1,0,0,2,"day",NA
"1104",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/Post-hatch/2016-07-16 06-40-00 PM M 02_03.JPG",4,2016-07-16 12:40:00,7,198,12,2,1,0,1,"day",NA
"1105",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/IMG_1489 (2).JPG",4,2016-06-29 10:36:05,6,181,10,1,0,0,1,"day",NA
"1106",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/Post-hatch/IMG_1846 (5).JPG",4,2016-08-04 16:56:23,8,217,16,1,0,0,1,"day",NA
"1107",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 4/Post-hatch/IMG_1597 (5).JPG",4,2016-08-03 16:39:44,8,216,16,1,2,0,1,"day",NA
"1108",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/2016-07-15 07-32-54 PM M 01_03.JPG",8,2016-07-15 13:32:54,7,197,13,0,2,0,0,"day",NA
"1109",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/IMG_1317 (9).JPG",8,2016-08-05 07:55:54,8,218,7,0,2,0,0,"day",NA
"1110",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/IMG_5154 (5).JPG",8,2016-07-29 16:36:51,7,211,16,0,1,0,0,"day",NA
"1111",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/IMG_2535 (5).JPG",8,2016-07-20 12:25:44,7,202,12,0,3,0,0,"day",NA
"1112",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/IMG_7053 (5).JPG",8,2016-07-29 11:17:52,7,211,11,0,2,0,0,"day",NA
"1113",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/2016-07-14 07-22-58 PM M 02_03.JPG",8,2016-07-14 13:22:58,7,196,13,1,3,1,1,"day",NA
"1114",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/IMG_0285 (2).JPG",8,2016-07-08 11:47:09,7,190,11,1,2,0,1,"day",NA
"1115",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/IMG_5083 (4).JPG",8,2016-07-19 10:45:10,7,201,10,1,3,1,1,"day",NA
"1116",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/2016-07-15 06-41-30 PM M 01_03.JPG",8,2016-07-15 12:41:30,7,197,12,1,2,1,1,"day",NA
"1117",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 8/Post-hatch/IMG_5866 (3).JPG",8,2016-07-19 14:49:41,7,201,14,1,3,1,1,"day",NA
"1118",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/IMG_2968.JPG",12,2016-06-24 18:13:07,6,176,18,1,1,0,0,"day",NA
"1119",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/Post-hatch/2016-07-09 09-20-12 AM M 01_03.JPG",12,2016-07-09 15:20:12,7,191,15,1,0,0,0,"day",NA
"1120",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/Post-hatch/2016-07-10 09-13-44 PM M 01_03.JPG",12,2016-07-10 15:13:44,7,192,15,1,1,0,0,"day",NA
"1121",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/IMG_5975.JPG",12,2016-06-19 18:15:56,6,171,18,1,0,0,0,"day",NA
"1122",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/IMG_3451 (2).JPG",12,2016-06-25 09:26:59,6,177,9,1,0,0,0,"day",NA
"1123",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/IMG_2592 (2).JPG",12,2016-06-24 14:37:43,6,176,14,1,0,0,1,"day",NA
"1124",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/IMG_0124 (2).JPG",12,2016-06-22 14:25:11,6,174,14,1,0,0,1,"day",NA
"1125",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/IMG_1982.JPG",12,2016-06-23 14:35:46,6,175,14,1,0,0,1,"day",NA
"1126",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/Post-hatch/2016-07-09 03-01-29 PM M 01_03.JPG",12,2016-07-09 09:01:29,7,191,9,1,1,0,1,"day",NA
"1127",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 12/2016-07-08 09-29-33 AM M 02_03.JPG",12,2016-07-08 15:29:33,7,190,15,1,0,1,1,"day",NA
"1128",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/2016-07-12 01-43-14 PM M 01_03.JPG",19,2016-07-12 07:43:14,7,194,7,1,0,0,0,"day",NA
"1129",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/IMG_2412 (2).JPG",19,2016-07-02 14:46:15,7,184,14,1,0,0,0,"day",NA
"1130",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/Post-hatch/2016-08-07 07-03-00 PM M 03_03.JPG",19,2016-08-07 13:03:00,8,220,13,0,1,0,0,"day",NA
"1131",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/2016-07-10 07-32-16 PM M 01_03.JPG",19,2016-07-10 13:32:16,7,192,13,1,0,0,0,"day",NA
"1132",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/Post-hatch/IMG_5889 (3).JPG",19,2016-07-25 09:00:52,7,207,9,1,0,0,0,"day",NA
"1133",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/Post-hatch/IMG_3316 (3).JPG",19,2016-07-26 11:35:54,7,208,11,1,3,1,1,"day",NA
"1134",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/Post-hatch/2016-08-12 06-04-27 AM M 02_03.JPG",19,2016-08-12 12:04:27,8,225,12,1,1,0,1,"day",NA
"1135",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/Post-hatch/IMG_3348 (3).JPG",19,2016-07-26 11:39:00,7,208,11,1,3,1,1,"day",NA
"1136",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/Post-hatch/IMG_1149 (8).JPG",19,2016-08-06 12:29:44,8,219,12,1,1,1,1,"day",NA
"1137",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 19/Post-hatch/IMG_0519 (6).JPG",19,2016-07-23 18:47:49,7,205,18,1,2,1,1,"day",NA
"1138",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-26 20-57-36.JPG",23,2016-06-26 16:57:36,6,178,16,1,0,0,0,"day",NA
"1139",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-29 15-14-42.JPG",23,2016-06-29 11:14:42,6,181,11,1,0,0,0,"day",NA
"1140",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-07-06 13-35-44.JPG",23,2016-07-06 09:35:44,7,188,9,1,0,0,0,"day",NA
"1141",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-19 12-53-02.JPG",23,2016-06-19 08:53:02,6,171,8,1,0,0,0,"day",NA
"1142",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/2016-07-21 21-06-52.JPG",23,2016-07-21 17:06:52,7,203,17,1,1,0,0,"day",NA
"1143",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/2016-07-22 05-22-06.JPG",23,2016-07-22 01:22:06,7,204,1,1,1,0,0,"night",NA
"1144",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/2016-07-20 07-46-24.JPG",23,2016-07-20 03:46:24,7,202,3,1,0,0,0,"night",NA
"1145",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-25 05-18-12_001.JPG",23,2016-06-25 01:18:12,6,177,1,1,0,0,0,"night",NA
"1146",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-21 05-30-46.JPG",23,2016-06-21 01:30:46,6,173,1,1,0,0,0,"night",NA
"1147",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-24 05-20-02.JPG",23,2016-06-24 01:20:02,6,176,1,1,0,0,0,"night",NA
"1148",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/2016-08-08 15-20-36.JPG",23,2016-08-08 11:20:36,8,221,11,0,2,2,1,"day",NA
"1149",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-21 14-08-16_001.JPG",23,2016-06-21 10:08:16,6,173,10,1,0,0,1,"day",NA
"1150",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-30 15-25-50_001.JPG",23,2016-06-30 11:25:50,6,182,11,1,0,0,1,"day",NA
"1151",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/IMG_0163 (3).JPG",23,2016-08-03 10:59:08,8,216,10,1,2,1,1,"day",NA
"1152",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/IMG_1172 (3).JPG",23,2016-08-06 08:17:54,8,219,8,1,1,0,1,"day",NA
"1153",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/2016-07-20 05-27-32.JPG",23,2016-07-20 01:27:32,7,202,1,1,1,0,1,"night",NA
"1154",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/IMG_1091.JPG",23,2016-07-26 03:00:48,7,208,3,1,1,0,1,"night",NA
"1155",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-28 05-15-32_001.JPG",23,2016-06-28 01:15:32,6,180,1,1,0,1,1,"night",NA
"1156",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/Post-hatch/2016-07-21 05-55-26.JPG",23,2016-07-21 01:55:26,7,203,1,1,1,0,1,"night",NA
"1157",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 23/2016-06-22 07-25-12.JPG",23,2016-06-22 03:25:12,6,174,3,1,0,0,1,"night",NA
"1158",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-09 01-37-46 PM M 01_03.JPG",28,2016-07-09 07:37:46,7,191,7,1,0,0,0,"day",NA
"1159",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-08 01-05-58 PM M 03_03.JPG",28,2016-07-08 07:05:58,7,190,7,1,0,0,0,"day",NA
"1160",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/IMG_8010.JPG",28,2016-06-26 09:41:49,6,178,9,1,0,0,0,"day",NA
"1161",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-07 12-30-01 PM M 01_03.JPG",28,2016-07-07 18:30:01,7,189,18,1,0,0,0,"day",NA
"1162",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-10 08-06-38 AM M 02_03.JPG",28,2016-07-10 14:06:38,7,192,14,1,0,0,0,"day",NA
"1163",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-08 09-00-26 AM M 03_03.JPG",28,2016-07-08 15:00:26,7,190,15,1,0,1,1,"day",NA
"1164",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-08 01-37-38 PM M 03_03.JPG",28,2016-07-08 07:37:38,7,190,7,1,0,1,1,"day",NA
"1165",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-09 10-15-28 AM M 01_03.JPG",28,2016-07-09 16:15:28,7,191,16,1,0,1,1,"day",NA
"1166",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-09 08-09-24 AM M 02_03.JPG",28,2016-07-09 14:09:24,7,191,14,1,0,0,1,"day",NA
"1167",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 28/2016-07-08 02-00-10 PM M 02_03.JPG",28,2016-07-08 08:00:10,7,190,8,1,0,1,1,"day",NA
"1168",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/IMG_5190 (3).JPG",30,2016-07-31 11:13:44,7,213,11,0,2,0,0,"day",NA
"1169",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/2016-07-10 06-23-10 PM M 01_03.JPG",30,2016-07-10 12:23:10,7,192,12,1,0,0,0,"day",NA
"1170",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/IMG_2400 (7).JPG",30,2016-08-08 10:36:10,8,221,10,0,2,0,0,"day",NA
"1171",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/IMG_0816 (5).JPG",30,2016-07-27 14:33:06,7,209,14,1,0,0,0,"day",NA
"1172",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/IMG_4934 (4).JPG",30,2016-08-03 11:12:18,8,216,11,0,1,0,0,"day",NA
"1173",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/2016-07-18 03-28-09 PM M 01_03.JPG",30,2016-07-18 09:28:09,7,200,9,1,3,1,1,"day",NA
"1174",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/2016-07-16 06-39-48 PM M 03_03.JPG",30,2016-07-16 12:39:48,7,198,12,1,3,0,1,"day",NA
"1175",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/IMG_1050.JPG",30,2016-06-12 12:12:40,6,164,12,1,0,0,1,"day",NA
"1176",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/2016-07-19 09-49-59 AM M 02_03.JPG",30,2016-07-19 15:49:59,7,201,15,1,3,1,1,"day",NA
"1177",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 30/Post-hatch/2016-07-20 07-53-55 PM M 01_03.JPG",30,2016-07-20 13:53:55,7,202,13,1,1,1,1,"day",NA
"1178",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 31/Post-hatch/IMG_1490 (3).JPG",31,2016-08-13 14:49:36,8,226,14,1,2,0,0,"day",NA
"1179",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 31/Post-hatch/IMG_0135 (2).JPG",31,2016-07-24 18:10:14,7,206,18,1,1,0,0,"day",NA
"1180",NA,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 31/Post-hatch/2016-07-20 16-11-34_001.JPG",31,2016-07-20 12:11:34,7,202,12,1,0,0,0,"day",NA
