"","Image_name","site","date","month","yday","hour","adult","nestling","sband","bband","eggs","day_night"
"280","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/2016-08-10 05-02-13 AM M 01_03.JPG",85,2016-08-10 11:02:13,8,223,11,0,3,0,0,0,"day"
"281","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/IMG_5505 (6).JPG",85,2016-07-28 16:37:30,7,210,16,0,1,0,0,0,"day"
"282","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/IMG_0760 (5).JPG",85,2016-07-02 09:10:17,7,184,9,1,0,0,0,3,"day"
"283","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_1715 (2).JPG",85,2016-06-08 18:00:46,6,160,18,1,0,0,0,1,"day"
"284","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_1369.JPG",85,2016-06-10 17:05:57,6,162,17,1,0,0,0,2,"day"
"285","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/IMG_5223 (3).JPG",85,2016-07-06 13:37:50,7,188,13,1,0,0,0,1,"day"
"286","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_6453.JPG",85,2016-06-09 07:29:50,6,161,7,0,0,0,0,2,"day"
"287","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-22 14-57-26_001.JPG",89,2016-07-22 10:57:26,7,204,10,1,0,0,0,0,"day"
"288","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-22 12-57-04.JPG",89,2016-07-22 08:57:04,7,204,8,1,0,0,0,0,"day"
"289","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_3009 (4).JPG",89,2016-08-08 10:23:04,8,221,10,0,2,0,0,0,"day"
"290","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-22 20-15-04_001.JPG",89,2016-07-22 16:15:04,7,204,16,1,1,0,0,0,"day"
"291","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_1804 (4).JPG",89,2016-08-07 07:52:40,8,220,7,0,2,0,0,0,"day"
"292","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_9485.JPG",89,2016-08-10 01:39:36,8,223,1,0,2,0,0,0,"night"
"293","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_9583.JPG",89,2016-08-10 02:10:42,8,223,2,0,2,0,0,0,"night"
"294","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_1231 (9).JPG",89,2016-08-16 01:24:20,8,229,1,0,2,0,0,0,"night"
"295","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_2201 (5).JPG",89,2016-08-12 01:20:06,8,225,1,0,1,0,0,0,"night"
"296","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-19 05-49-42.JPG",89,2016-07-19 01:49:42,7,201,1,1,0,0,0,0,"night"
"297","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-22 14-23-44.JPG",89,2016-07-22 10:23:44,7,204,10,1,1,0,0,1,"day"
"298","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-16 16-38-44.JPG",89,2016-07-16 12:38:44,7,198,12,1,1,1,0,3,"day"
"299","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-13 15-16-02.JPG",89,2016-07-13 11:16:02,7,195,11,1,0,0,1,3,"day"
"300","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-15 15-03-20.JPG",89,2016-07-15 11:03:20,7,197,11,1,0,0,0,2,"day"
"301","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/IMG_0404 (2).JPG",89,2016-06-24 09:39:42,6,176,9,1,0,0,1,3,"day"
"302","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-15 07-22-10.JPG",89,2016-07-15 03:22:10,7,197,3,1,0,0,0,2,"night"
"303","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-15 07-22-08.JPG",89,2016-07-15 03:22:08,7,197,3,1,0,0,0,2,"night"
"304","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-17 07-32-56.JPG",89,2016-07-17 03:32:56,7,199,3,1,0,0,0,1,"night"
"305","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-16 06-26-48.JPG",89,2016-07-16 02:26:48,7,198,2,1,0,0,0,1,"night"
"306","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-16 05-17-10_001.JPG",89,2016-07-16 01:17:10,7,198,1,1,0,0,0,2,"night"
"307","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-15 18-33-52.JPG",95,2016-07-15 14:33:52,7,197,14,1,3,0,0,0,"day"
"308","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-12 16-18-36.JPG",95,2016-07-12 12:18:36,7,194,12,1,1,0,0,0,"day"
"309","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_4264 (2).JPG",95,2016-07-02 12:02:56,7,184,12,1,0,0,0,0,"day"
"310","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-14 23-03-32_001.JPG",95,2016-07-14 19:03:32,7,196,19,1,0,0,0,0,"day"
"311","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-13 15-08-42_001.JPG",95,2016-07-13 11:08:42,7,195,11,1,1,0,0,0,"day"
"312","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 07-37-02.JPG",95,2016-07-16 03:37:02,7,198,3,1,1,0,0,0,"night"
"313","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 05-47-16_001.JPG",95,2016-07-16 01:47:16,7,198,1,1,1,0,0,0,"night"
"314","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-14 07-20-26_001.JPG",95,2016-07-14 03:20:26,7,196,3,1,0,0,0,0,"night"
"315","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_6190.JPG",95,2016-07-03 01:58:30,7,185,1,1,0,0,0,0,"night"
"316","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-14 07-35-56.JPG",95,2016-07-14 03:35:56,7,196,3,1,2,0,0,0,"night"
"317","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-11 17-43-46_001.JPG",95,2016-07-11 13:43:46,7,193,13,1,0,0,0,1,"day"
"318","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_3069.JPG",95,2016-06-16 10:47:18,6,168,10,1,0,0,0,3,"day"
"319","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_0482.JPG",95,2016-06-14 18:12:04,6,166,18,1,0,0,0,2,"day"
"320","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_1585 (2).JPG",95,2016-07-01 13:52:06,7,183,13,1,0,0,0,1,"day"
"321","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_3603.JPG",95,2016-06-17 09:02:06,6,169,9,1,0,0,0,1,"day"
"322","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_2885.JPG",95,2016-06-16 02:59:44,6,168,2,1,0,0,0,1,"night"
"323","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_3052 (3).JPG",95,2016-07-05 02:11:02,7,187,2,1,0,0,0,1,"night"
"324","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_4146.JPG",95,2016-06-19 02:57:54,6,171,2,1,1,0,0,1,"night"
"325","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_2865.JPG",95,2016-06-16 02:40:22,6,168,2,1,2,0,0,3,"night"
"326","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_2261 (2).JPG",95,2016-07-02 03:41:44,7,184,3,1,0,0,0,3,"night"
"327","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-09 12-23-35 PM M 01_03.JPG",97,2016-07-09 18:23:35,7,191,18,1,0,0,0,0,"day"
"328","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_5421 (2).JPG",97,2016-07-25 12:00:53,7,207,12,1,3,0,0,0,"day"
"329","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-09 02-24-41 PM M 03_03.JPG",97,2016-07-09 08:24:41,7,191,8,1,0,0,0,0,"day"
"330","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-12 10-45-19 AM M 01_03.JPG",97,2016-07-12 16:45:19,7,194,16,1,0,0,0,0,"day"
"331","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_4424 (3).JPG",97,2016-07-27 16:24:00,7,209,16,0,2,0,0,0,"day"
"332","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-11 09-15-22 AM M 01_03.JPG",97,2016-07-11 15:15:22,7,193,15,1,0,0,0,3,"day"
"333","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-11 07-25-50 PM M 01_03.JPG",97,2016-07-11 13:25:50,7,193,13,1,0,0,0,1,"day"
"334","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-08 01-27-45 AM M 02_03.JPG",97,2016-07-08 07:27:45,7,190,7,1,1,0,0,1,"day"
"335","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/2016-07-19 10-33-13 AM M 01_03.JPG",97,2016-07-19 16:33:13,7,201,16,1,0,0,0,1,"day"
"336","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/IMG_0204.JPG",97,2016-06-12 07:03:18,6,164,7,1,0,0,0,1,"day"
"337","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 98/IMG_7490.JPG",98,2016-06-22 17:05:41,6,174,17,1,0,0,0,0,"day"
"338","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 98/IMG_7491.JPG",98,2016-06-22 17:05:42,6,174,17,1,0,0,0,0,"day"
"339","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_9856 (3).JPG",100,2016-07-26 17:42:40,7,208,17,0,3,0,0,0,"day"
"340","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_0118 (3).JPG",100,2016-06-22 15:18:49,6,174,15,1,0,0,0,0,"day"
"341","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_1812 (2).JPG",100,2016-06-10 18:32:02,6,162,18,1,0,0,0,0,"day"
"342","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_0008 (5).JPG",100,2016-07-01 17:13:59,7,183,17,1,0,0,0,0,"day"
"343","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_2738.JPG",100,2016-06-21 08:44:23,6,173,8,1,0,0,0,0,"day"
"344","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/2016-07-10 06-16-00 PM M 02_03.JPG",100,2016-07-10 12:16:00,7,192,12,1,2,0,0,1,"day"
"345","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_1674 (4).JPG",100,2016-07-02 17:02:46,7,184,17,1,0,0,0,3,"day"
"346","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_5112 (3).JPG",100,2016-07-04 16:41:37,7,186,16,0,0,0,0,4,"day"
"347","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/2016-07-13 04-27-11 PM M 01_03.JPG",100,2016-07-13 10:27:11,7,195,10,1,1,0,0,1,"day"
"348","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_0207.JPG",100,2016-06-16 15:49:45,6,168,15,1,0,0,0,1,"day"
"349","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-09 01-44-55 PM M 01_03.JPG",105,2016-07-09 07:44:55,7,191,7,1,0,0,0,0,"day"
"350","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-10 04-44-02 PM M 03_03.JPG",105,2016-07-10 10:44:02,7,192,10,1,0,0,0,0,"day"
"351","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-11 05-20-57 PM M 02_03.JPG",105,2016-07-11 11:20:57,7,193,11,1,0,0,0,0,"day"
"352","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_5342 (4).JPG",105,2016-07-31 07:47:11,7,213,7,0,2,0,0,0,"day"
"353","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/2016-07-18 03-13-08 PM M 03_03.JPG",105,2016-07-18 09:13:08,7,200,9,1,0,0,0,0,"day"
"354","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/IMG_4757 (2).JPG",105,2016-06-28 11:06:39,6,180,11,1,0,0,0,1,"day"
"355","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-07 10-52-51 PM M 02_03.JPG",105,2016-07-07 16:52:51,7,189,16,1,0,0,0,1,"day"
"356","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-12 01-42-26 AM M 02_03.JPG",105,2016-07-12 07:42:26,7,194,7,1,0,0,0,2,"day"
"357","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/IMG_5601.JPG",105,2016-06-18 14:19:32,6,170,14,1,0,0,0,1,"day"
"358","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-16 09-48-42 PM M 01_03.JPG",105,2016-07-16 15:48:42,7,198,15,1,0,0,0,4,"day"
"359","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_7698 (2).JPG",108,2016-06-20 14:51:49,6,172,14,1,0,0,0,0,"day"
"360","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_0147 (3).JPG",108,2016-06-29 16:40:22,6,181,16,1,0,0,0,0,"day"
"361","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_2258 (3).JPG",108,2016-06-29 12:43:17,6,181,12,1,0,0,0,0,"day"
"362","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_2267 (4).JPG",108,2016-06-26 11:11:05,6,178,11,1,0,0,0,0,"day"
"363","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_2332 (4).JPG",108,2016-06-26 11:41:34,6,178,11,1,0,0,0,0,"day"
"364","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_5238.JPG",108,2016-06-14 15:03:54,6,166,15,1,0,0,0,3,"day"
"365","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_7822 (3).JPG",108,2016-06-28 14:45:16,6,180,14,1,0,0,0,2,"day"
"366","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_3121 (3).JPG",108,2016-06-30 08:47:48,6,182,8,1,0,0,0,1,"day"
"367","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/IMG_7061 (3).JPG",108,2016-06-27 11:55:16,6,179,11,1,0,0,0,2,"day"
"368","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/2016-07-08 05-01-25 PM M 02_03.JPG",108,2016-07-08 11:01:25,7,190,11,1,0,0,0,1,"day"
"369","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/Post-hatch/2016-07-19 01-10-45 AM M 01_03.JPG",110,2016-07-19 07:10:45,7,201,7,1,0,0,0,0,"day"
"370","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/Post-hatch/2016-07-18 02-15-05 PM M 01_03.JPG",110,2016-07-18 08:15:05,7,200,8,1,2,0,0,0,"day"
"371","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/Post-hatch/IMG_3472 (7).JPG",110,2016-07-23 18:32:22,7,205,18,1,1,0,0,0,"day"
"372","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/IMG_0476 (4).JPG",110,2016-06-20 12:12:33,6,172,12,1,0,0,0,0,"day"
"373","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/Post-hatch/IMG_2950 (5).JPG",110,2016-07-13 16:37:36,7,195,16,1,1,0,0,0,"day"
"374","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/IMG_4309 (3).JPG",110,2016-06-25 09:30:15,6,177,9,1,0,0,0,2,"day"
"375","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/IMG_2092 (4).JPG",110,2016-06-21 15:14:08,6,173,15,1,0,0,0,1,"day"
"376","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/IMG_4497 (3).JPG",110,2016-06-25 16:28:36,6,177,16,0,0,0,0,4,"day"
"377","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/IMG_1765 (4).JPG",110,2016-06-21 09:39:01,6,173,9,0,0,0,0,4,"day"
"378","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/Post-hatch/IMG_0292 (9).JPG",110,2016-07-25 07:23:40,7,207,7,1,2,0,0,1,"day"
"379","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/2016-07-14 09-08-15 AM M 02_03.JPG",130,2016-07-14 15:08:15,7,196,15,1,0,0,0,0,"day"
"380","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/Post-hatch/IMG_8563 (3).JPG",130,2016-07-25 09:27:58,7,207,9,1,2,0,0,0,"day"
"381","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/IMG_0568.JPG",130,2016-06-21 16:10:52,6,173,16,1,0,0,0,0,"day"
"382","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/Post-hatch/2016-07-18 02-56-33 PM M 03_03.JPG",130,2016-07-18 08:56:33,7,200,8,1,0,0,0,0,"day"
"383","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/IMG_2312 (2).JPG",130,2016-06-27 11:19:58,6,179,11,1,0,0,0,0,"day"
"384","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/2016-07-16 01-43-00 PM M 01_03.JPG",130,2016-07-16 07:43:00,7,198,7,1,0,0,0,1,"day"
"385","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/IMG_3489 (4).JPG",130,2016-07-04 12:12:05,7,186,12,1,0,0,0,2,"day"
"386","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/Post-hatch/2016-07-19 11-51-01 AM M 02_03.JPG",130,2016-07-19 17:51:01,7,201,17,1,2,0,0,1,"day"
"387","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/IMG_0412.JPG",130,2016-06-19 12:21:41,6,171,12,1,0,0,0,1,"day"
"388","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 130/2016-07-17 05-15-59 AM M 02_03.JPG",130,2016-07-17 11:15:59,7,199,11,1,0,0,0,3,"day"
"389","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_7791.JPG",145,2016-07-25 10:09:49,7,207,10,1,0,0,0,0,"day"
"390","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_6768.JPG",145,2016-07-24 16:55:33,7,206,16,0,3,0,0,0,"day"
"391","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_4728.JPG",145,2016-07-20 15:14:41,7,202,15,1,0,0,0,0,"day"
"392","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_9003.JPG",145,2016-07-27 07:34:59,7,209,7,0,3,0,0,0,"day"
"393","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_8302.JPG",145,2016-07-26 15:00:13,7,208,15,1,0,0,0,0,"day"
"394","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_1467 (2).JPG",145,2016-07-15 17:33:14,7,197,17,1,1,0,0,1,"day"
"395","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_7369.JPG",145,2016-07-24 13:31:49,7,206,13,1,0,0,0,1,"day"
"396","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_1033.JPG",145,2016-07-15 07:50:33,7,197,7,1,0,0,0,1,"day"
"397","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_1400 (2).JPG",145,2016-07-15 13:10:21,7,197,13,1,1,0,0,3,"day"
"398","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 145/Post-hatch/IMG_1916 (2).JPG",145,2016-07-16 08:45:29,7,198,8,1,2,0,0,1,"day"
"399","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_0982.JPG",147,2016-07-24 15:30:09,7,206,15,1,3,0,0,0,"day"
"400","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_2078.JPG",147,2016-07-26 18:23:17,7,208,18,1,1,0,0,0,"day"
"401","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_4201.JPG",147,2016-08-07 15:30:36,8,220,15,0,1,0,0,0,"day"
"402","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_6623.JPG",147,2016-07-28 07:55:57,7,210,7,1,2,0,0,0,"day"
"403","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_9163.JPG",147,2016-07-30 16:48:57,7,212,16,0,2,0,0,0,"day"
"404","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_7937.JPG",147,2016-07-29 09:20:49,7,211,9,0,1,0,0,1,"day"
"405","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_5774.JPG",147,2016-07-27 08:23:46,7,209,8,0,1,0,0,1,"day"
"406","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_9725.JPG",147,2016-07-30 17:46:54,7,212,17,0,1,0,0,1,"day"
"407","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 147/Post-hatch/IMG_7919.JPG",147,2016-07-29 09:17:38,7,211,9,0,2,0,0,1,"day"
